UUID,7_OpenEnd,7_A,7_B,7_B1,7_B2,7_B3,7_B4,7_B5,7_B6,7_B7,7_C,7_C1,7_C2,7_C3,7_D,7_E
73ea3cf6-184b-4dc4-a994-046b4cc4df40,"Islam, brother, in the time of Talib, the only thing that exists is Islam. ",,1,,,,,1,,,,,,,,
73ff7998-b527-44fb-9312-8e755a84b314,They follow the law well ,,1,,,,,,1,,,,,,,
74388689-07da-4fa3-a188-83dda05f4a28,Introduction to Islam ,,1,,,,,1,,,,,,,,
744bf75b-73e4-408d-9d8e-f0510223a3b1,The Taliban can do nothing well The Taliban only cooperate with their Pashtun people and do not cooperate with the Afghan people. ,1,,,,,,,,,,,,,,
74580193-d9f1-4ed9-ace1-c6fcb4f1a858,"Security, the administrative system must be strengthened. ",,1,,1,,,,,,1,,,1,,
745c1752-43a5-4f61-9aef-afa23619ce66,"In my opinion, they should form a comprehensive government of all ethnic groups, hire professionals in government offices, and not take religion hard on the people. Which causes people to flee the country should be moderate in religion. According to the Prophet of Islam, do not harm the people and warn the people to Islam and do not cause them to flee. ",,,,,,,,,,1,,,1,,
745e5bbe-82b0-4e30-8457-7766afea78d8,The system must go ,1,,,,,,,,,1,,,1,,
7485f71e-0e44-46f7-a089-4dac7d31c9ce,Peace ,,1,,1,,,,,,,,,,,
74d366b9-fb97-4a29-baa1-4ab64291b18e,They do not do any good work ,1,,,,,,,,,,,,,,
74db46b9-da00-45aa-8619-f93e1c1f2120,Education must be universal ,,,,,,,,,,1,1,1,,,
750bebf8-3f3e-466a-b4b3-5dd1da29e70c,Security has improved the bully. Lost ,,1,,1,,,,,,,,,,1,
754db41f-35dc-46f6-8f70-84756c360112,The service to Islam is security and patriotism ,,1,,1,,,1,,1,,,,,,
754fdc60-1dfd-4f84-9cba-777994f0480f,Ensuring the security of non-interference in the personal affairs of members of society ,,1,,1,,,,,,,,,,,
758c366f-e4cc-415f-ae55-dab909761e0c,The Taliban have adhered to their alliances. ,,1,,,,,,1,1,,,,,,
75de1f4e-a156-4915-850c-4d51404d8ea3,Security ,,1,,1,,,,,,,,,,,
75e62ad2-7ce6-45cc-b4f3-e9cea51c5fbb,Politics ,,1,,,,,,1,,,,,,,
75f3cd15-31a2-40d1-9cf0-beb004671a26,Security is Positive The Taliban must respect national and international values ,,1,,1,,,,,,1,,,1,1,
76091726-69c4-411e-b230-4f5e611d5180,"The righteous should ensure the security of the people and should not try to raise the level of knowledge of the nation and the country in the direction of education, because Afghanistan urgently needs educated people. ",,,,,,,,,,1,1,1,1,,
76517397-c30b-43f3-9389-773201e0f44b,government in which all the tribes of Afghanistan see themselves ,,1,,,,,,1,,,,,,,
76eff610-14c7-47fa-acbd-00013775fbeb,The AA should treat the people well and win the hearts of the people by opening girls' schools ,,,,,,,,,,1,1,1,,,
76f55982-6597-4d0c-b1a5-b40154b1cd64,"Favorable work environment is a way of life for people. It is better to get out of poverty. All matters, especially for the youth. ",,1,,,,1,,,1,,,,,,
77c9f37a-65e1-4681-97e3-1292ea85a8ef,The Taliban have brought an Islamic military to Afghanistan ,,1,,1,,,,,,,,,,,
77cc6dc2-2bb5-4d44-9430-be3ac9487ea7,Security ,,1,,1,,,,,,,,,,,
7809ed88-d4a6-4d87-a7dc-e5d67fc29f83,Security ,,1,,1,,,,,,,,,,,
782f9641-a61c-44c5-98e7-1cee4d7a20f3,"Currently, they are good at collecting the country's income because they are a force. People are afraid of taxes. What needs to change is that they treat people with a global mindset, not the law itself ",,1,,,,1,,,,1,,,1,,
7830875a-2972-4b41-aedc-c17b504e6688,Inclusion ,,1,,,,,,1,,,,,,,
783d5abb-3597-460b-bc17-1b1e0da70281,None ,1,,,,,,,,,,,,,,
78775dfb-0435-4f51-908b-6b908143113d,I have no opinion ,,,,,,,,,,,,,,,1
7887f2d5-a785-4688-9890-83b6e38d92cd,"The more security they provide, the better ",,1,,1,,,,,,,,,,,
788934ee-86a6-4810-b69d-8ff6e6fe4842,Security ,,1,,1,,,,,,,,,,,
788e446e-e92f-4fd5-8f41-76c5f56716ca,Why can the Taliban run a good government and make some changes in education? ,,1,,,,,,1,,1,1,,,,
78af3035-dfb9-4628-9808-edc39998fee4,"The Taliban are working for the interests of the Afghan people, not their own interests ",,1,,,1,,,1,1,,,,,,
78cf5b31-573c-446f-8ae4-4330b669782c,"Security, prevention of corruption, etc. ",,1,,1,1,,,,,,,,,,
78dd50c1-c5d3-42c6-bda6-ef2dfd238e99,"Security and tyranny have ended, anger has ceased ",,1,,1,1,,,1,,,,,,,
78ea2187-13b6-460a-96ac-257777fc71be,None ,1,,,,,,,,,,,,,,
792bac2d-3649-454b-a251-c81da594ccb1,A very low security get rid of ,,,,,,,,,,,,,,,1
79403570-bd9a-4fad-ae62-596378fa8113,Security has changed the economy over the past ,,1,,1,,1,,,,,,,,,
794951a3-3b50-45a8-858c-5e4185317128,"That is, the Taliban must act in a way that appeals to the people ",,,,,,,,,,1,,,1,,
79970392-bf11-403b-99eb-a82e0b1681f3,School ,,1,,,,,,,1,,,,,,
79a0d1cb-2c95-47bc-aaf3-d0732abf965e,Respect. Only those officers of the past wisdom can be recruited in the army who are not involved in corruption and betrayal. Thank you. ,,,,,,,,,,,,,,,1
79e74743-a59c-44f8-b75e-9d6a740112a7,"Free Islamic schools, supplement our economy, our economy is very prosperous, our region has no budget, the lack of humanitarian aid has faded ",,1,,,,1,,,1,,,,,,
7a4a5732-86c1-442f-ba24-7eb177ab3dd2,The reason is that in the past they used to do bad things but now they are doing bad things ,1,,,,,,,,,,,,,,1
7ab1f9c2-6f2f-4445-b874-7ea079cae0c4,"Security, lack of corruption, unified government, lack of prejudice and speaking our national language like Pashto and so on .... ",,1,,1,1,,,1,1,,,,,,
7abaae5e-452d-4206-9efb-7433e8b4f0d8,Make a lot of money ,,1,,,,1,,,,,,,,,
7ad21f36-934a-4012-8e5a-475af89eea8c,System change ,,1,,,,,,1,,,,,,,1
7b4208b6-6ac5-4f03-ae1f-967717453092,The Taliban are the bringers of the Islamic system and I am a Muslim and there will be a lot of progress in Islam and it will reach the world. ,,1,,,,,1,1,,,,,,,
7b5dcfd0-4707-4ba1-926c-db6a316fcf8b,All the joint government recruited and handed over the cadres ,,1,,,,,,1,,,,,,,
7b609499-854b-4f4f-b9aa-7f1d747c60f0,They do a good job of eliminating corruption ,,1,,,1,,,,,,,,,,
7bf52839-9339-4d5c-a8dc-e30d168ed6ad,"In my opinion, the Taliban government views all the people in the same way. There is no corruption, no bribery, no theft. ",,1,,1,1,,,1,,,,,,,
7c3c09cd-bd6a-4ca3-b375-e9f3610a23ef,They should start schools as soon as possible ,,,,,,,,,,1,1,,,,
7c402351-ec98-42f4-9567-f08c633b9897,The government does all the work well. They have a very good habit of not liking nationalism. And has placed all nations in it. I think the future of Afghanistan looks good. ,,1,1,,,,,1,,,,,,,
7c4d0853-126c-45fe-ab1c-fa8ca4dff071,Worship ,,1,,,,,1,,,,,,,,
7c83713e-6f8c-4c17-bea4-0aef26262538,Implementing the Islamic system ,,1,,,,,1,1,,,,,,,
7c8902d2-11a6-411d-98e1-5f120eba3067,"With the arrival of the Taliban, there is no coercion left in the country and the people are safe from the persecution of the oppressors, and on the other hand, criminal and legal cases will be resolved as soon as possible. This is apparently good because the government does not need to detain a number due to corruption and some other factors. ",,1,,1,1,,,1,,,,,,,
7c948f4e-1470-41b2-ac3e-c467b92ad35d,Security ,,1,,1,,,,,,,,,,,
7cf85ef4-7b46-4c37-aa5c-535ded401a41,"Fighting Corruption, Controlling Corruption, ",,1,,,1,,,,,,,,,,
7d2917d8-6af3-4e87-bd6c-f4f4a39bbb41,It works well ,,1,1,,,,,,,,,,,,
7d2f4eea-e307-4902-aea6-6780cdc7df58,Nothing ,1,,,,,,,,,,,,,,
7d3cf82a-495d-4b84-a90b-06666fde8531,Islamic atmosphere ,,1,,,,,1,,,,,,,,
7d563ac7-440e-44a5-9fe2-0034a99e2c61,None ,1,,,,,,,,,,,,,,
7d75dd03-9e3b-4180-bf87-de5b88527b29,Peace and tranquility ,,1,,1,,,,,,,,,,,
7daa4948-ad6c-460b-a084-9d539ae26db8,"If the Taliban is in harmony with the world and respects all the tribes of Afghanistan and respects the rights of women and the disabled and does not prevent girls from going to school, it will not create Pashtunism in the government and the tribes will be given a share in the system by their government. ",,,,,,,,,,1,1,1,1,1,
7db21cf6-3802-4a3a-a1d6-42bbadb34104,Prevent theft. Giving security to the people ,,1,,1,,,,,,,,,,,
7dcac1d4-9f78-49b2-8420-3c2c879e1b71,The Taliban must be supported and all Afghans must be seen in their system and the ground for work and education must be provided to all Afghans. ,,1,,,,,,,1,1,1,,1,,
7dd0ed00-58c6-4946-a480-b4fd0e29931f,Improving the economy ,,1,,,,1,,,,,,,,,
7def15b8-afe2-4776-8d0e-2cd3c9a9bd56,"Praise be to Allaah. But I, as a student of the school, wish to pay more attention to the field of education and training as well as for better development of the mines and minerals for the development of the economy as well as regulation and management of running water. ",,1,,,,,1,,,1,1,,1,,
7e2d403c-2e9e-4513-a840-d4d528f430d2,Inclusion ,,1,,,,,,1,,,,,,,
7e4f3053-798b-45d5-9d97-d2e30936293f,Security and Corruption Corruption ,,1,,1,1,,,,,,,,,,
7e648a84-3238-4934-af53-6e4d29208a95,The Taliban should seek the advice of pharmacists in any case to win the hearts of the people ,,,,,,,,,,1,,,1,,
7ecec897-e3cf-4138-8dd1-e49700653e54,Inclusive government ,,1,,,,,,1,,,,,,,
7f1673d3-727a-4031-899c-7bcdc24ffe6f,Hijab is also very important in Islam. Change must pave the way for women to be able to freely defend their rights and exercise their rights properly. ,,1,,,,,1,,,,,,,,
7f4ce4f7-0950-40a1-9f5e-e0f35a829060,Doing work without bribes ,,1,,,1,,,,,,,,,,
7f5aa3f2-ee28-46f1-83a8-c312c3817706,1. Leadership 2. Education,,1,,,,,,1,1,,,,,,
7f73c159-8cbd-47e9-8599-5eb2d6b212c6,There is peace in it and there should be schools for girls ,,1,,1,,,,,,1,1,1,,,
7f7c893a-7b2e-4925-946b-8a7aa3d08da9,Infidelity ,,,,,,,,,,,,,,,1
805227d4-0132-4629-b9f9-7811c479c5f0,Only schools and universities are open ,,,,,,,,,,,,,,,1
806a1570-0e93-4a74-b4b3-f06f95ec9937,It must provide jobs for all and form a government that includes all ethnic groups ,,,,,,,,,,1,,,1,,
8091c92f-bb2b-4c91-a34c-affe1d247db6,The Taliban are the real children of our nation and our country is the real children. The Taliban have always liberated our country from occupation and provided us security. The Taliban has completely dissolved the republican system brought by the United States and instead has created a pure Islamic Sharia system for us. ,,1,,1,,,1,1,,,,,,1,
80bbf9ef-24f2-4c7c-9607-4e6b35602710,Security ,,1,,1,,,,,,,,,,,
80d91592-b136-4324-a01a-fcef3b769b04,"Changing responsibilities is a very quick and easy process and no one says anything about it. The change must be that the international consensus for recognition must be accepted, if anything ",,,,,,,,,,,,,,1,
8149e209-b96f-412b-98ab-0962bb7d6a1f,They must form a national and all-inclusive government ,,,,,,,,,,1,,,1,,
815905d8-e045-4858-a040-a14e194189fe,Their government is not corrupt ,,1,,,1,,,,,,,,,,
8185b7ed-26f5-48af-9d01-4af72cfddbef,Islam ,,1,,,,,1,,,,,,,,
8193d7dd-ef3b-46b5-88fe-71c0988f3bec,They should respect everyone. ,,,,,,,,,,1,,,1,,
81e318fe-8c1e-46bf-82f7-c32b99e42527,In terms of providing security and implementing the rules of Sharia ,,1,,1,,,1,,,,,,,,
822b4f06-cd1c-489b-a722-442cf5935d2c,Relations with the international community ,,1,,,,,,,1,,,,,1,
82a0365d-b0d6-47b2-b269-a26c814fadab,seacurity ,,1,,1,,,,,,,,,,,
82bdc5c4-9030-42a4-b5cc-638b1d346193,"Islamic and peaceful judiciary system, Taliban, Kashishodi and like this, the world is in a trance ",,1,,1,,,1,1,,,,,,,
82d4fa2d-080c-4f92-8e8e-09e8c0553cb3,nothing ,1,,,,,,,,,,,,,,
8300d56e-54cc-4e0e-8d8e-8fc3cd8a5efe,"First, bringing security to all criminals will be punished for their actions. Second, they must open girls' schools above grade 6",,1,,1,,,,,,1,1,1,,,
8313c6cb-e7f5-4467-8495-4e7dacc9c6bb,thy do all good ,,1,1,,,,,,,,,,,,
835675e8-4333-48ac-b2b9-741050eef3cf,"In my opinion, there is no sign of corruption in the current government and there is no possibility of corruption. ",,1,,,1,,,,,,,,,,
8383ea77-21bc-4ec3-980b-63cc482d9317,The girls' school should be opened ,,,,,,,,,,1,1,1,,,
8419a179-4e80-4425-98f3-e17a34431141,Security is doing well and should be reshuffled. ,,1,,1,,,,,,,,,,,
8442224a-3384-4c4f-8afd-764fd37356b5,Security and rapid change in administration ,,1,,1,,,,1,,,,,,,
84731734-ac04-4c1a-8283-b11c12f54f30,The fact that the Taliban are still trying hard to enforce and implement the holy Islam will make us want more than this wealth. We don't have much wealth. ,,1,,,,,1,,,1,,,1,,1
849fcd9b-15ae-470f-9a7a-067d23abab1f,None ,1,,,,,,,,,,,,,,
84df77c5-d79d-464b-b81f-79e1d0c3be32,"Hello, I think the Taliban are missing for the destruction of Afghanistan. In this dear country, we have come. And let our dear country prosper, and this Taliban has come to this country because of the lack of power. The Taliban government is a government that is very corrupt and greedy. ",1,,,,,,,,,,,,,,
85af5314-fb68-4a38-8623-6f0dd3793f65,nothing ,1,,,,,,,,,,,,,,
85b86de1-ad22-46e6-ae66-fa2719a59270,The Taliban are not doing anything right and we are not satisfied. We are not satisfied with the Taliban ,1,,,,,,,,,,,,,,
85d87af8-a5f1-4b67-a680-b2c128b92aeb,"Accept the flag, I just don't want anything else ",,,,,,,,,,1,,,1,,
86077e35-50f6-44eb-960d-fe846bb03c62,"To prevent corruption, they must change security ",,,,,,,,,,1,,,1,,
861c53dc-5162-4ba7-8e29-ac91496a397a,"For the past twenty years, the people have not rested. Each Afghan family has seen the heat. .... ",,,,,,,,,,,,,,,1
8671f4e7-34a6-4592-bee7-3200a8caf573,There is no better security. There is no bribery. There is no robbery. There is no robbery. There is no murder in any organization. ,,1,,1,1,,,1,1,,,,,,
868b69d3-465b-46ec-a876-ecb167b1c503,Security. The mischief of wisdom. Violence. Equality of work for a poor nation and so on ..... ,,1,,1,,1,,1,1,,,,,,
86ae16a8-d996-4194-9f7e-860eb27077fe,"In my opinion, these are doing good deeds for the benefit of the entire nation of Afghanistan ",,1,,,,,,,1,,,,,,
86f8ddae-309d-4c22-85e2-8fdfe589da65,everything is ok ,,1,1,,,,,,,,,,,,
8772b72a-b8ec-484e-a11b-10db22a987f5,Reforms society ,,1,,,,,,,1,,,,,,
8797423d-e116-4faf-8bc5-e7896bb46ea1,Amniyat ,,1,,1,,,,,,,,,,,
881290aa-cff1-402e-970a-73592149bdb0,This is the principle of Islam ,,1,,,,,1,,,,,,,,
88303658-dd5e-47a0-81d1-cb7d14a25473,All the corruption done by America was erased ,,1,,,1,,,,,,,,,1,
8842c37a-0621-4390-b9d3-607fc0c3ae9c,Good security ,,1,,1,,,,,,,,,,,
8854af9e-c0c3-49e4-9d31-8af041c5909c,Gives rights and authority ,,1,,,,,,1,,,,,,,
8875dd75-a8ac-4851-8805-a7e324be4cd7,Do not work in the education of the female class and also provide the burden of work for the people ,,,,,,,,,,1,1,1,1,,
8895e42f-9d4d-48d9-918c-ce402e8e4552,"In Afghanistan, large-scale projects have created barriers and employment for men and women and will not free my dear homeland from economic crisis. ",1,,,,,,,,,,,,,,1
889ea2ae-c47d-42c4-a827-07a7c9398244,"To a lesser extent, they provide Islamic Sharia to the former government, and also stop all media that was immoral and illegal. ",,1,,,,,1,1,1,,,,,,
88fa4d9d-81b7-48fc-a2ff-742d52ce1ee9,Religion ,,1,,,,,1,,,,,,,,
8911806f-a7d3-47d3-93d0-bbd655463394,The enduring Taliban in Afghanistan first opened a rift between them in Afghanistan and then opened the university whether male or female ??? Then I ask Noor Hudoon to recognize Afghanistan ????? ,,,,,,,,,,,,,,,1
893660b6-1d3a-46a6-8995-47ee660e5964,Absolutely going well ,,1,1,,,,,,,,,,,,
895195ca-ca42-42a1-8a3d-bc71e8fe10eb,Sharia ,,1,,,,,1,,,,,,,,
8984d0fd-21e4-40aa-b751-ba25825a4e55,1- Security 2- Goal of the system,,1,,1,,,,,,,,,,,
89b095f8-64b4-4fe1-a040-b34766df9bfd,Security ,,1,,1,,,,,,,,,,,
89c572c8-1aab-423f-a256-84e9e784264b,They provide good security ,,1,,1,,,,,,,,,,,
89d9264b-7080-40ea-88d8-da6448d25272,Equalizing the economic situation ,,1,,,,1,,,,,,,,,
89e4c1b0-592e-4969-b2f4-9cc5c2adc1ff,It does not do anything well ,1,,,,,,,,,,,,,,
8a403635-ea76-41d6-9c57-7e27e1365322,Security of the people of Afghanistan ,,1,,1,,,,,,,,,,,
8aa5ffcc-82f8-4d62-92d4-829123ff6804,The mono-ethnic government should change and the martyrdom of the scholars of Hadith is all good ,,,,,,,,,,1,,,1,,
8bd77725-7176-45ce-a72c-62a78414398f,Security is very good. Fraud must be prevented ,,1,,1,1,,,,,1,,,1,,
8c097003-8d77-4919-9e75-7a8cdacf9b42,i hate it ,1,,,,,,,,,,,,,,
8c1bcfe5-4b12-46c3-b325-6f2d8fe198e1,"First, the second hijab has nothing to do with anyone's work. Third ",,,,,,,,,,,,,,,1
8ca06944-2e93-41b8-8bef-033d06870752,All the work of the Taliban will be dismantled. ,,,,,,,,,,,,,,,1
8ca52ef1-337b-47de-9120-696995e833c6,Its command is to do what it wants to do. It must allow women's work and education. It must coordinate with the international community. It must respect humanity. It must abide by the agreements it has made with the international community. Revive ,,,,,,,,,,1,1,1,1,1,
8cbd792c-bbc3-41df-aade-a4fa875237fd,Ethics and patience ,,1,,,,,,,1,,,,,,
8d01cc44-5042-48d9-8075-9023d511bfdf,Nothing is seen in the Taliban regime except the security of the highways ,1,1,,1,,,,,,,,,,,
8d35f214-dbc8-4b9e-babe-7f56962c5b78,"The Taliban are making friends very well which is the source of all problems. Instead of fostering friendship, the Taliban should roll up their sleeves to enforce Islamic law. ",1,,,,,,,,,1,,,1,,
8d3b1e92-61ab-4f4f-8918-8817f83e410e,"Security is the best way to do this, it is the style and behavior that needs to be changed and the workforce needs to be put to work. ",,1,,1,,,,,,1,,,1,,
8dec4206-3489-499a-b4a5-f23fa6c896ce,Economic condition ,,1,,,,1,,,,,,,,,
8e590c30-acd9-4b5b-9ee8-d77723159cca,Security There is no corruption ,,1,,1,1,,,,,,,,,,
8e743169-4cbc-45bb-b341-d3d4c7af16a2,The Taliban's best advances are those that replace Sharia law with the rich and the poor alike. ,,1,,,,,1,1,,,,,,,
8e812f52-1a11-4ae1-9eb1-f4f808462ce6,"In my opinion, it is the security of the country that the Taliban are doing well. And second, that needs to change is the education of men and women, which must be separated ",,1,,1,,,,,,1,1,1,,,
8e8c7e5a-6675-405e-82f9-b72612f52ede,"All things are equal. Allah is the Exalted in Might, the Wise ",,1,,,,,,,1,,,,,,
8ea75f5c-a8db-4840-9627-0394f0527290,"1. Get rid of ethnocentrism, bigotry, and partisanship. 2. Afghanistan is the common home of all ethnic groups. They must put meritocracy at the top of their agenda. 3. Afghanistan is in a very bad economic situation, and the people need to get out of it. 4. Women can play a prominent role in the growth of society, and they can be doctors, teachers ... for our future. 5. As soon as possible, there should be a person at the head of the government who can lead the country, the public mind is in a state of confusion, Or imaginary lack of playing with public opinion; Be known and work with people. 6. Broken systems must be reactivated, otherwise there will be more setbacks and brains will flee the country.",1,,,,,,,,,1,,1,1,,
8ea92deb-63ba-4067-be2b-1c094a1f5422,The Taliban were able to bring about a few reforms in the area of corruption. We want an inclusive government. ,,1,,,1,,,1,,1,,,1,,
8ed6f0c3-7298-49a7-96c4-be6da4a707d0,There is security ,,1,,1,,,,,,,,,,,
8eeb1c86-8d3b-47b0-a921-02fd56868501,"Establishing security in the country is growing. Zero administrative and financial corruption in the country and they should build a government that is formed of all ethnic groups so that racism is eradicated in the country and the country progresses in the fields and we call on the international community that the government Recognize the current state of Afghanistan so that our country can establish trade and trade relations with neighboring countries and the world. Good friendship, save the poverty, hunger and displacement of the Afghan people. ",,1,,1,1,,,,,1,,,1,1,
8f7a2a86-3148-4582-9ca0-97fba40d24f4,"Since our country is an Islamic country, the Taliban are doing everything within the framework of Islam, which I agree with, and all actions under the umbrella of the Islamic system in Afghanistan must be carried out and coerced. Long live the Islamic Emirate of Afghanistan, long live our free and independent country ",,1,,,,,1,1,,,,,,,
8f8a815a-6694-48da-9dbe-bb9ad1f29e09,They are very decisive in fighting terrorist groups such as the Resistance Front and ISIS. ,,1,,1,,,,1,1,,,,,,
8fc24b0f-aa00-4f84-bd08-c7caa44db034,Enforce the law and enforce the law ,,1,,1,,,,1,,,,,,,
8fd77583-4516-4934-bc28-13fd2cde2ab7,The Taliban see them as very ineffective because they do not believe that the lives of the people and the lives of the people are not important to them at all. ,1,,,,,,,,,,,,,,
90304930-41c4-44f6-b2f9-e10918ededb7,All things ,,1,1,,,,,,,,,,,,
904c71c8-dfa9-4d50-90c7-d8d160834998,"Every effort is made to ensure that people have good security, but they oppress in places using the name of Talib. I want the price of food to change. It is very expensive. ",,1,,1,,,,,,1,,,1,,
904fb210-cea5-4f13-94e0-32e9f4d7ee52,Bribery and corruption have been drastically reduced ,,1,,,1,,,,,,,,,,
906196a7-2f58-48f4-a9ea-13bef8c8807a,The rules are upheld ,,1,,,,,,1,,,,,,,
906bb55c-9ec7-4219-b0a5-1573e5200ac9,Increase the people's council ,,,,,,,,,,1,,,1,,
907b4fcd-b408-4b8b-b6e8-98aaa302a8eb,Security is good however they should permit girls and women to school and colleges plus they should not put banned on women to cover their faces ,,1,,1,,,,,,1,1,1,,,
909f6ad3-4965-4598-adaf-d69e604092f4,The Taliban say that they have failed to establish an Islamic system. They must establish an Islamic system and issue Islamic rules. ,,,,,,,,,,1,,,1,,
90d48dc9-2a6b-4bf3-affd-d16734b0fa83,Hijab ,,1,,,,,1,,,,,,,,
90e4524e-2c76-4a6f-b05f-de4314deb69e,Good behavior with women and all people observing hijab Schools should start ,,1,,,,,1,,,,,,,,
9123a802-6b15-4d24-8e0f-ad1441398014,"The Taliban have reduced security by doing something like an explosion. If anything changes, a man and a woman should be the same. ",1,,,,,,,,,1,,1,,,
914a6fd1-386b-40ef-8724-32e77c210db4,Islamic justice is up to the thugs ,,,,,,,,,,,,,,,1
914fee1f-45bd-43d7-8d74-54ab0a91c9fc,Provide security ,,1,,1,,,,,,,,,,,
91cdf1b7-57e6-4166-a223-978e7f26d975,Schools to be developed ,,,,,,,,,,1,1,,,,
91f29328-b94e-4051-9e52-c1e2d284d10c,It has improved security a lot and eliminated corruption to a great extent ,,1,,1,1,,,,,,,,,,
920197ea-9d0e-4bd8-a375-9337fbcc5210,Duty ,,,,,,,,,,,,,,,1
92ab663f-fd85-48a0-a4ba-92321ff92487,Destroy the bullets ,,,,,,,,,,1,,,1,,
92e9e949-8ab2-4496-a8de-61ad1eafc5ed,Security ,,1,,1,,,,,,,,,,,
92f22919-e26c-4c29-870a-3638c3fcb6aa,Job opportunities for the people ,,1,,,,1,,,,,,,,,
9340120d-084e-46ac-9b9f-7d77e9999cd0,"The Taliban's position against the tyrants is remarkable. The Taliban must change its policy on women's rights, as well as the elimination of unemployment. ",,,,,,,,,,1,,1,1,,
934e001f-4ae5-4f13-9489-e082bf3939dc,"What the Taliban are doing well is enforcing the same law for the public and private, and change should be based on duties, not on bribes and kickbacks. ",,1,,1,1,,,1,,,,,,,
9354fdbe-c4fe-401b-8ce5-ed65448095b1,Open girls' school ,,,,,,,,,,1,1,1,,,
93610074-1ae7-493d-b736-2ad3a55cda22,The Taliban are losing coercion and you are doing social justice well in some places ,,1,,,1,,,1,1,,,,,,1
9387fc83-1001-47a0-b376-ac1383ab5d85,Provide security ,,1,,1,,,,,,,,,,,
93af01d0-f6f8-418d-8267-31bc11207efe,He is not the Taliban but the nation ,,,,,,,,,,,,,,,1
93db966a-c072-442d-b545-879b32736593,"It is the national flag and the national anthem. We want the Taliban not to change the black, red and yellow flag, our national flag. ",,,,,,,,,,1,,,1,,
9449e95a-6d35-456a-8885-113028e9c836,Politics ,,1,,,,,,1,,,,,,,
944aee59-c079-4ecb-ac73-c1b7d276f39c,The Taliban are a people based on religion and Islam and that is the highest good. There must be a change in government. Religious people must be recruited. ,,1,,,,,1,1,,1,,,1,,
9450625e-12b7-4187-b945-6985996447e7,Security ,,1,,1,,,,,,,,,,,
94a408e7-b219-4585-8db2-09b214bd8183,Taliban ensure national security ,,1,,1,,,,,,,,,,,
94d9aad9-7077-4ab5-b906-91d0ff48dd1d,"Corruption is gone, what is moral corruption and what is administrative corruption .... nothing has changed in the situation of the country anymore ",,1,,,1,,,,,,,,,,
951cc5f9-3971-4d9e-91b5-47ceef8bc6eb,"I am a Muslim woman. The Taliban are sacrificing for our honor and dignity. First of all, they want an independent Afghanistan and they must bring us the law of the Holy Quran. ",,1,,,,,1,,,,,,,,
95dd2ebe-282f-491c-9589-315676ac38fb,Inclusive government ,,1,,,,,,1,,,,,,,
95e568e4-7ca9-42a2-8e95-0d23959d6e64,Just open schools ,,,,,,,,,,1,1,,,,
9625a072-b7c7-4613-99b1-588f8d277727,The construction work of the projects is doing well ,,1,,,,,,,1,,,,,,
964ea0f3-1796-4ab5-b5fd-43d095deb5e4,Everything works ,,1,1,,,,,,,,,,,,
96779aa4-04c6-4968-a136-f05e155177b6,Must pay attention to security ,,,,,,,,,,1,,,1,,
9686b5d4-24ee-444a-bfd2-18c2d48497e8,Security ,,1,,1,,,,,,,,,,,
968cad86-b7fc-41a1-bcd6-853a7c0a1a4d,Eliminate all forms of corruption ,,1,,,1,,,,,,,,,,
96e43782-9181-4f1f-877b-e0215597247c,Their clothes ,,,,,,,,,,,,,,,1
96fe80b4-7da3-44b8-85cb-1aa95bede929,They must ensure the security of their people properly and not provide the people with work and education ,,1,,1,,,,,,1,1,,1,,
971e6a05-f186-45f1-bd3c-2bd6350014bd,The Taliban are doing very well ,,1,1,,,,,,,,,,,,
972026a5-ebf1-4be3-9b9a-7638d3beec62,I am dying from the light because of the misery and misery of the people ,1,,,,,,,,,,,,,,
97249b48-855b-44d7-bd14-e48d96ff2437,Corruption must be eradicated and it must be eradicated so that the working people can work together to make the dream of a prosperous Afghanistan a reality. ,,,,,,,,,,1,,,1,,
976a3eeb-2890-440e-a45d-06fa5721b096,"The Taliban should include talented young people and those talented people of the previous regime (Republic) who are well versed in the job. In my opinion: we do not want a government based on ethnicity but a government based on talent. If there is a person in the government of any ethnic group in Afghanistan who is not able to work and is given a job, we are against it. Thank you. ",,,,,,,,,,1,,,1,,
97fdb097-e500-4679-91a8-e06680198826,Economic problems ,,1,,,,1,,,,,,,,,
98308fe6-fe1c-487f-8d93-c8f0027d5f9b,What he does is secure ,,1,,1,,,,,,,,,,,1
987a323e-fb5c-4a03-b942-6862c1241eb0,Lose the previous bullies ,,,,,,,,,,,,,,,1
98c0b94a-bb7d-4a1e-b526-37e71edb3432,"As far as it turns out, the Taliban are more focused on public works. If we want to change something, we have to work hard. ",,1,,,,,,1,,,,,,,
9930666d-6550-4b85-9d49-d1fd0cff4ba9,"If it implements the Islamic system of protection and transportation, it will unite the fragmented countries ",,,,,,,,,,1,,,1,,
9945e6b9-3f8c-47b0-9b66-a0466cc07873,Security ,,1,,1,,,,,,,,,,,
995d4816-6e4e-4056-aa52-8c691e8c8b8d,Nothing ,1,,,,,,,,,,,,,,
99865f6f-dfc6-4065-a84e-81ceb5aee6d8,Security has improved the Taliban and the Taliban must work for economic development and diplomatic development. ,,1,,1,,,,,,1,,,1,,
998c525c-220e-46ae-8e7a-6ddbce947524,"May's opinion, of course, is positive in the case of the Taliban. It is positive in the case of the Kurds. ",,1,,,,,,,1,,,,,,1
