UUID,10c_OpenEnds,10c_A,10c_A0,10c_A1,10c_A2,10c_A3,10c_A4,10c_A5,10c_A6,10c_A7,10c_A8,10c_A9,10c_B,10c_C,10c_D,10c_E,10c_F,10c_G
d3b50918-e903-4ee2-93b1-c4faceb13915,"Achieving human rights for women is a form in which every human being has the right to choose, and women are human beings and have the right to be human. ",1,,,,,,,,,,1,,,,,,1
d3dee85d-9101-4348-ae7e-94c9d60b3afa,"My father, I do not want to live because the Taliban came ",,,,,,,,,,,,,,1,,,1
d4214c81-d6a2-45a2-a575-8b497bd12d03,Freedom in the shadow of hijab ,,,,,,,,,,,,,,,,,
d427b88e-40e6-4189-9047-f899fef09632,"A woman is also a human being. She should be given full rights. If she is given, I consider her too much ",1,,,,,,1,,,,,,,,,,
d436cadc-bf5e-4dc4-bd64-e189355f9c62,Very very good ,,,,,,,,,,,,,,,,,1
d45c1d80-d355-4180-9717-fe9d46f850ad,"If a woman achieves human rights, she will give birth to healthy children. This will be beneficial for Afghanistan. ",,,,,,,,,,,,1,,,,,
d469e9dd-d765-4482-ae66-e11ff29cc116,"If, with the cooperation of the United States and the international community, an all-inclusive government is formed and expanded ",1,,,,1,,,,,,,,,,1,,1
d4acfa57-8dd0-4101-924b-67e99cb72a0a,It will be great ,,,,,,,,,,,,,,,,,1
d4d7122b-f655-484f-9df1-71d0d890542c,More than ,,,,,,,,,,,,,,,,,
d4d7c1ae-ad4f-4b76-a92c-7aa91d18538b,It is very good if women give the right way ,,,,,,,,,,,,,,,,,1
d4e3857e-359f-4c0d-8ba1-10164254dc12,I can not say anything briefly about this ,,,,,,,,,,,,,,,,,1
d52e2941-6654-4cc5-b946-498fcfe07e0c,"In my opinion, it will be very good for women to be free ",,,,,,,,,,,,,,,,,1
d52f7e76-b8e0-40da-93cc-96b56d6b3339,The woman must be tied to the man. The woman has the right to submit ,,,,,,,,,,,,,,,,,1
d55b7181-931b-4a09-a44a-d801fbf58eef,For the sake of progress ,,,,,,,,,,,1,1,,,,,
d5671db8-0c42-483c-be6b-bb4ec33c8a0d,"Until the international community returns to Afghanistan, especially the United States, the Taliban will not respect the rights of women and the rights of religious minorities at all. The world is happy because the Taliban is an extremist Islamist group, and if they are forced to do so, they will behead you, because they believe that anyone who follows the religion of Islam should be killed because they are infidels, so so are you. If you want to recognize the Taliban, one day it will hit you in the neck. Thanks . This is my WhatsApp number. Please contact me. I was a former soldier and a reporter. 0093765560035 norallahsoltani",1,,,,,,,,,,1,,,1,1,1,1
d56fa0d9-cdae-493f-b8e1-762b0289912c,It is better to allow women to study and work so that they can get rid of the needs of other countries and serve the people of their country and so on. ,1,1,1,,,,,,,,,1,,,,,
d5cefa94-e629-4d98-86b7-ebabcd1b7feb,The future is dark ,,,,,,,,,,,,,,,,,1
d608a999-f73c-4079-9b1f-3a0160a08783,Has no access but is not deprived of their rights ,,,,,,,,,,,,,,,,,1
d61418b3-71b9-4c5e-a16a-61750bb8efb3,It is a positive thing to do and it is a good thing to do what is right ,,,,,,,,,,,,,,,,,1
d6163797-37c4-466e-ac59-d3437ab2f2af,"I do not know, but I hope ",,,,,,,,,,,,,,,,,1
d6164f75-f2cf-4b8f-b593-33c8857eebb1,It is a good thing that all the existing barriers against women should be removed and that the rights that other Islamic countries are committed to at the international level should be put under serious pressure on the current government by the United Nations. Follow the charter. ,1,,,,,,,,,,1,,,,1,1,1
d627a273-2f13-4b65-992b-2ed6511625a1,"Human rights are the poetry of the westerners. In fact, they do not recognize any human rights, of which I have many examples, because we have Islamic rights and we believe that it gives rights to the best human beings. ",,,,,,,,,,,,,,,,1,1
d6319e9e-3368-43ab-8319-57bc4300b339,"First of all, I would like to say that if a man educates, only he educates, yes, if one educates, then the whole family is educated with him. So if women are given all the rights that Allah has given them, it will be much better. In Islam, women can be representatives, doctors, municipalities and many more. It would be great if women were given rights ",1,1,1,,1,,,,,,,,,,,1,1
d6364073-04df-4518-9681-134d88c58e3c,"The protection of the rights of women, children and girls should be the focus of the international community ",1,,,,,,,,,,1,,,,1,,
d6367fbe-46c9-414e-a2bd-e9503674e1e2,"They must be involved in political, legal and social work ",1,1,,,1,,,,,,1,,,,,,
d6653195-1132-4a26-8b6e-f448de273cc9,"Women should have an equal share in all economic, political, social and cultural activities in the form of the country's constitution and the country's civil and Islamic ",1,1,,,1,,1,,,1,1,,,,,1,
d66c8cd2-f15f-4f53-abd2-f7cdff6eed61,It will be good ,,,,,,,,,,,,,,,,,1
d6adab57-2162-4b64-bc7b-392a706e00a4,the freedom ,,,,,,,,,,,,,,,,,1
d6cc5a77-0b87-463b-84a3-54165779df1a,This is unlikely in the current context where no one is safe ,,,,,,,,,,,,,,1,,,1
d6fa7a79-ce5e-4191-9a3d-29c532dab972,Very good and better ,,,,,,,,,,,,,,,,,1
d71c472f-3c0d-4412-abe4-c16df0dcdc54,Bad ,,,,,,,,,,,,,,,,,1
d75610dc-9d40-4e62-b8a6-da67b4610cef,Impossible in the current situation ,,,,,,,,,,,,,,1,,,1
d78b2b4c-2175-44da-9b8d-75c4af4ef15b,"Whatever God and the Messenger of God, may God bless him and grant him peace, have said about women's rights, the same should be given to women. ",,,,,,,,,,,,,,,,1,
d7ac976c-c669-4c93-9051-9805d97a1cd6,"Impossible in Afghanistan, because people consider the only view of religion to be anti-woman and the only reason for infidelity or irreligion is woman, we do not expect a rotten root from the fruit tree ",,,,,,,,,,,,,,,,1,1
d7d5736b-4c39-4231-80b1-5ed2d88a5c1b,"In the Taliban government, none of the laws and human rights are observed, except for women and men. The slightest protests are suppressed. ",,,,,,,,,,,,,,1,,,
d7f9eaa8-1af5-4872-b5be-500e87a82221,"Girls' schools should be opened, government offices should work for them, women should be allowed in politics and decision-making. ",1,1,1,,1,,,,,,,,,,,,
d858f6c0-bca1-4e75-9fc6-4f2ded47e941,Women make up half of society ,1,,,,,,1,,,,,,,,,,1
d88696a8-b86a-43c0-94d3-b11528b1855d,Participating in all areas of work and society ,1,1,1,,,,,,,,1,,,,,,
d8af5245-438a-4cf9-b7d3-4fb7a6dff0c6,I do not know ,,,,,,,,,,,,,,,,,1
d8b698f5-ba0d-440e-9a0c-6c4a0bdce378,Give women their rights in accordance with international values and laws ,1,,,,,,,,,,1,,,,1,,1
d8d0a035-1715-46c7-bc1d-8f4ee488361e,"Women should not be deprived of the right to education, labor rights and social privileges in the future! ",1,1,1,,,,,,,,1,,,,,,
d8f4b3fd-0bad-4190-9de0-fd03d1f1a73f,By inclusive government ,,,,,,,,,,,,,,,,,1
d90fc3fd-5cc9-4fd6-9cf4-42051c8e7cd3,"The situation of women in the country will improve and women will benefit more from good human rights. They can go to school, study, work and be prominent in society. ",1,1,1,,,,,,,,1,1,,,,,
d9134875-2fe0-4181-b8b9-7a65069cf95b,"As long as the Taliban is in power, fighting and pressuring the Taliban for the rights of men and women on this earth is futile. ",,,,,,,,,,,,,,1,,,
d91e295c-296c-4d58-b726-b550879f0cc6,Women should be given rights and responsibilities in every way. And women should not be oppressed. Oppression is not the right of women. ,,,,,,,,,,,,,,,,,1
d99551e2-baa4-4ef3-97ec-832725c9835e,"Every human being has equal rights, regardless of color, religion or religious affiliation. The Taliban are socially alienated from women raised in school from puberty or war, so they are stingy about masculinity in order not to be seen as a woman. It is due to their low understanding and they do not understand the level of right and duty in collective life and do not understand the meaningful words in the topics of sputum which lead to pure error. For example, you do not have an address in your family. In the section on eating based on gender, you have more or less the right to eat, but you do not pay attention to a number of livelihoods that are a human rights obligation. ",1,,,,,,1,,,,,,,1,,,1
d9a68269-6d67-4e69-ba7a-d3cafdee9dfe,Opening of schools ,1,,1,,,,,,,,,,,,,,
d9bfa334-1401-4bcd-a358-a94a4a219e14,"Achieving women's rights, including freedom of education, education in and out of the country, freedom of expression, culture, society, as well as political and social participation for women, is one of the basic rights of Afghan women that they must achieve. ",1,,1,,1,,,,,,1,,,,,,
d9c1cec3-7ed8-4cf6-85fa-48de640fa7b0,"Women should be given all their rights in education, politics, sports and so on ",1,,1,1,1,,,,,,1,,,,,,
d9d5c5de-9489-478f-9368-d02443cc890f,Women should be free in Zaki school. School. Go to the university ,1,,1,,,,,,,,,,,,,,
d9dc5773-4232-4817-bc8e-b88e83c5e640,Like a progressive Afghanistan ,,,,,,,,,,,,,,,,,1
d9e1e7cf-7ef9-4440-a69d-88ca8adcba82,Having a popular and inclusive government ,,,,,,,,,,,,,,,,,1
d9f07ea0-42fd-4f40-b2bf-4283b3c59dd6,Very uncomfortable ,,,,,,,,,,,,,,,,,1
da0653aa-4d75-4e75-adcb-4a0beecb84ef,"Of course, just as men need knowledge and education, women are also considered the half body of society and must have access to the sharia rights granted to them by Islam. And depriving them of science, education and work is against Islamic belief. ",1,1,1,,,,,,,,,,,,,1,
da0eb06c-38c0-4a0f-9164-cd173b79dafe,"In my opinion, it will be difficult to achieve until a comprehensive government is formed ",,,,,,,,,,,,,,1,,,1
da27e319-018e-482a-a8cb-ff45af54e4a2,All Muslims are obligated to follow the teachings of Islam ,,,,,,,,,,,,,,,,,1
da2cdfed-0d3c-4c37-9abf-b69c62bfb614,"Girls go to school, work and other things ",1,1,1,,,,,,,,1,,,,,,
da7efce4-268e-4c77-bf71-8919711b3c67,Very thick ,,,,,,,,,,,,,,,,,
dac93141-66fe-432f-90e4-1c919c1fc518,I say that all rights for women should be in accordance with Islam and Afghan culture because the determination of the rights of every individual in our country should be our own wisdom and the duty of our Afghans and we should give priority to our own people without any interference from foreigners. ,,,,,,,,,,,,,,,,1,
dacb1444-67a0-4ddd-bdb7-c1361078820f,It is not possible with the current government ,,,,,,,,,,,,,,1,,,
dae01415-db2b-4b4b-8db9-dd440bb7feff,It is very useful ,,,,,,,,,,,,,,,,,1
daebfbf8-de29-4787-8e10-2b8e634a8d22,the freedom ,,,,,,,,,,,,,,,,,1
dafb94ba-10a0-4ba2-9ea0-bffd3a1cd144,"The girls return to school, the scientific and medical staff return to their duties ",1,1,1,,,1,,,,,,,,,,,
dafe6ae7-33cc-43e4-8cc3-0df086e4431f,"Such writings are written by women of other worlds, especially women of Islamic countries ",,,,,,,,,,,,,,,,1,1
db00da36-69c1-41a8-8e42-5ede08d306c2,We want the heart of education for women. ,1,,1,,,,,,,,,,,,,,
db078471-ecc8-49f8-9a5a-e13d540baf30,Women are half of a society and should not be deprived of their rights ,1,,,,,,1,,,,,,,,,,1
db1782c6-adb4-4aac-b813-70be475ea6b5,"To me, protecting the human rights of women is a matter of religion and nation building ",,,,,,,,,,,,1,,,,1,1
db1f281c-faae-4497-8786-eb10b6b5ae00,that's great ,,,,,,,,,,,,,,,,,1
db22a19f-6da7-4344-adf6-38cb658c7157,"Women should be allowed to be educated if a woman is to be educated in a family, since child rearing depends on women, then we ask our women to be allowed to be educated as soon as possible. Allow ",1,,1,,,,,,,,,1,,,,,
db61ae98-81da-4f59-a005-e8f87e892961,"Women do not want more, just as Afghans, they want their own place in political and social participation and activities, and their education and dress should be optional, not coercive. ",1,,1,1,1,,,,,,1,,,,,,
db839ad9-ddda-46de-b602-fd9b4b68e972,"Ours is an Islamic country. In my opinion, Islam has given rights to women and the government should not restrict them. Giving women their rights is a way of enforcing Islam and a good way to interact with the international community. ",,,,,,,,,,,,,,,,1,1
db84ea8a-2f92-44a7-884a-0ddd3466c35e,Education ,1,,1,,,,,,,,,,,,,,
db8d8961-0ce9-4ba7-bb76-ea7b0429ba12,I do not understand ,,,,,,,,,,,,,,,,,1
dbb94731-2758-46f1-9ac3-6e6b9ebc00a0,"Women make up half of society, and also if we look at history, China and Japan are the only countries that worked hard for their economies in solidarity between men and women. ",1,,,,,,1,,,,,,1,,,,
dbbbed90-b101-4827-8b85-0d1d2e7df089,A central government that is unacceptable to all walks of life ,,,,,,,,,,,,,,,,,1
dbbfa1f5-4c24-4998-ab42-70c87fd2a003,The international community supports a healthy government ,,,,,,,,,,,,,,,1,,
dbd7818b-5384-411f-9fa6-f9402ab38020,"Getting the Human rights for the Afghan women will not essay its need more straggle and more effort, here role of international committee is quite important, they must pressurise Taliban to accept all the human rights of Afghan women ",,,,,,,,,,,,,,,1,,
dc232c46-02ee-4296-aa53-bdf712db3ad6,Individual freedom ,1,,,,,,,,,,1,,,,,,1
dc2fdf8e-a6f8-4e07-886b-efeaa0d24715,The rights of women are not violated in Afghanistan ,,,,,,,,,,,,,,,,,1
dc8d702d-9ab8-45aa-8e60-91776914dd99,There is nothing ,,,,,,,,,,,,,,,,,
dcc1919d-6ac3-4686-8ffe-a33e7e5babf4,"In the name of human rights, there is no such thing as a woman who has no human rights. ",,,,,,,,,,,,,,,,,1
dd2e4311-9ea0-4b50-b153-4dfa46be47cf,"As women constitute 50% of the population, women must be given equal and equal share, whether in government or in politics. Women are free in every choice and women should be free and no restrictions should be imposed on them.",1,,,,1,,1,,,,1,,,,,,
dd419a48-e568-410e-8ee9-83c8c0a9e122,Progress for Afghanistan ,,,,,,,,,,,,1,1,,,,
dda6cb33-9749-4281-9f01-c6ca62bd01a9,"Opening women's schools and other educational centers is in my opinion one of the most important and important things that needs to be done for the development of a country, so I also want women to be given full rights according to Islam. Not the ones being bullied by different groups! ",1,,1,,,,,,,,,1,1,,,1,
ddae7792-0bf8-4241-86ab-d3abbc0ead8f,bad ,,,,,,,,,,,,,,,,,1
ddc2ebfc-dc48-4c38-a2dc-efdc9ef5d3cc,"As long as the Taliban have 100% power in the government, it is not possible at all. Human rights for women will be achieved when the Taliban have less than 30% share in the government.",,,,,,,,,,,,,,1,,,
dde37efc-4d1a-41e2-8591-4574f45281b3,The woman is not well ,,,,,,,,,,,,,,,,,
de58ba10-1681-4608-9b25-b7aa68cbd883,Successful ,,,,,,,,,,,,1,1,,,,1
de5b6721-e90e-41ce-9c91-7065e4c5e54e,"As women are not allowed in any of the ministries at the moment and I was one of the social and economic activists, I came a lot and did not leave and as a girl I want to regain my personal freedoms. During this time we were very depressed with their presence. And take our freedoms ",1,1,,,1,,,,,,,,,,,,1
deea1616-939c-447f-ab56-7badf6aa967e,Permission to study and social activities in accordance with Islamic law ,1,,1,,,,,,,,1,,,,,1,
deee5839-c572-43b0-b850-51a3a4bca757,I prefer women to enjoy their rights ,,,,,,,,,,,,,,,,,1
df46439b-a5b5-4024-85ed-12cbefd1132c,"If women have access to human rights, it is possible for the Taliban to be pressured by the international community through the international community. Otherwise, it is impossible for the ruling government to have a positive and moderate view of women. ",,,,,,,,,,,,,,1,1,,
df6e6470-e044-4731-b27e-078159344b6f,Women should be given full freedom within the framework of Islam so that they can fully cooperate with the youth in the future of Afghanistan and our country can stand on its own feet and not giving freedom to women is a meaningless decision. ,,,,,,,,,,,,1,1,,,1,
df78345a-8db5-43a7-b3f6-673f62f18288,"In the wake of Islam, they had the opportunity to study and work ",1,1,1,,,,,,,,,,,,,1,1
df93c1ee-5608-4992-9b1c-3bac5ef853a0,"Permission to wear any type of clothing, the right to education and ... ",1,,1,1,,,,,,,,,,,,,
df974fca-ebfe-4fbc-9a6d-b82481dcc5cb,The democratic way and the complete removal of the Taliban from power ,,,,,,,,,,,,,,1,,,1
dfa021c6-9aed-4ec2-b4b1-a2a44b99dbdd,They have violated both the Islamic and human rights of all Afghans ,,,,,,,,,,,,,,1,,1,1
dfc67d60-b966-4d98-ace3-c411aaaad171,It will be difficult with the very dissatisfaction of men and women ,,,,,,,,,,,,,,,,,1
dfce0a4d-cdb2-4e50-a111-14313a721426,Freedom of expression ,1,,,,,,,,,,1,,,,,,
dfd4bc30-cd6a-4557-86bb-2fd54a3ad95d,Whatever comes ,,,,,,,,,,,,,,,,,
e06dfcb9-5aff-4d32-aede-92d43fbfa73d,agree that women are human beings and therefore have the right to human rights. ,1,,,,,,,,,,1,,,,,,1
e0e5427a-37a9-4b4e-9fa8-15d2e95eb71e,To fight for their rights ,,,,,,,,,,,,,,,,,1
e11018ed-cdc2-4d58-98fb-38259e29179e,Appropriate and excellent of course within your frame ,,,,,,,,,,,,,,,,,
e12bc994-46b9-406e-baa6-7a27b82837ed,The Taliban's hand ,,,,,,,,,,,,,,,,,1
e139f333-be7e-4283-8465-a7a797f97f45,"Women, like men, have the right to education and the right to work ",1,1,1,,,,1,,,,,,,,,,
e1559f3d-5b07-442f-8aa8-27db7dd60a23,very good ,,,,,,,,,,,,,,,,,1
e1580da7-7a51-497f-9ff4-898421cbe3f7,Being free of dignity ,1,,,,,,,,,,1,,,,,,
e178a321-24f0-4460-8b93-3f6b5bb48331,Achieving human rights is essential for women ,,,,,,,,,,,,,,,,,1
e18eeca3-1d13-453d-82bd-e23dbb723e9f,"The right to education, the right to work, the presence of women in government and government posts are among the basic rights of women that the international community should pay more urgent attention to. ",1,1,1,,1,,,,,,,,,,1,,
e19bac7b-ff86-445a-a72c-da05df249918,It will be very good ,,,,,,,,,,,,,,,,,1
e1bc3956-9510-4757-a6a7-da99f7b64ca0,"Women are an important and fundamental element of society and have the right to enjoy their rights in society, such as the right to education, the right to work, the right to freedom of expression. ",1,1,1,,,,,,,,1,1,,,,,
e20e333d-3851-4ca8-98b4-bf4d3139c467,Education ,1,,1,,,,,,,,,,,,,,
e21ac5bd-0160-4ca8-9d38-946b0cd76ced,It will be a right and national work ,,,,,,,,,,,,,,,,,1
e24b564a-74d5-4929-971b-565ecfce6e8e,Women's rights must be enforced in Afghanistan ,,,,,,,,,,,,,,,,,1
e268f1e9-9e74-4438-9d83-f9284acf36ca,Not true ,,,,,,,,,,,,,,,,,
e2708e37-7673-47d4-8e45-ac209fcc7670,"That the international community has regained its credibility among Afghans, disappointed with them. Can be obtained. ",,,,,,,,,,,,,,,1,,1
e27518a2-082f-4ba3-ad1c-7d37dfda01fe,"Woman is a human being. Like men, they should be praised. They should be given the right to be given Islam. 93728886888",,,,,,,,,,,,,,,,1,
e297c8c2-3b4c-4f20-88a4-6e087c3103f9,"To achieve human rights for women, the ruling groups / governments in Afghanistan must consider the following: 1. Creating an education environment. 2. Appointment of Masad women in governmental and non-governmental bodies. 3. Revive the Ministry of Women's Affairs and increase women's awareness programs. 4. Economic empowerment of Afghan women. 5. Give equal voting rights to men. 6. Abolition of the law of compulsory hijab.",1,1,1,1,1,,1,,,1,1,,,,,,
e2b80717-2b07-4a87-97e9-11c1f3cdbbae,It would be good to be fair and impartial. ,,,,,,,,,,,,,,,,,1
e2bf05e1-1a22-4ada-844d-74b27dbbc33f,Women benefit to achieve fundamental rights ,,,,,,,,,,,,,,,,,1
e2ebe672-0f43-4631-b48e-917ecf492b62,Women should be given the same share as men because women make up half of our society ,1,,,,,,1,,,,,,,,,,
e30f8abb-cb58-4528-a1d4-9b6b1a8e34d0,Very good ,,,,,,,,,,,,,,,,,1
e3227d59-f094-4f3e-a2c2-14bc1427baed,"It is very important for women to demand human rights, even if they are within the framework of Islam. ",,,,,,,,,,,,,,,,1,
e3241fcd-3596-4dc3-b9b8-c254586ea8d4,Education is the right of women and should be given to them ,1,,1,,,,,,,,,,,,,,
e3242a40-04df-4770-96f3-ff791962bec2,I do not know ,,,,,,,,,,,,,,,,,1
e32b9319-e7f1-40f8-9b7e-8fa440205cd1,"If the possibility of human rights for women is determined, the Taliban group can not give this right to women. ",,,,,,,,,,,,,,1,,,
e32e035f-33c1-46e3-a70d-3a4c36881bac,Destroy the Taliban ,,,,,,,,,,,,,,1,,,
e34c5618-0372-49ff-8d61-9834a86c4a95,It should be fundamental so that women can pay more attention to their rights ,,,,,,,,,,,,,,,,,1
e350ec5b-bf9a-43be-b9ca-0dfe1024b3df,Human rights must be determined by Islam so that there is no prohibition on any kind of women's activity ,,,,,,,,,,,,,,,,1,1
e3b09bea-7158-467a-818e-8aa55632a317,Very good ,,,,,,,,,,,,,,,,,1
e3de0105-470e-4ed0-8066-4d6f5bcede83,"Respect women's rights Women should be seen as half the body of human society, to be active in society and to participate in politics, to pay attention to the education of women, to pay attention to the orders of the Prophet To have immunity in society and not be deprived of his divine right ",1,1,1,,1,,,,,,,,,,,1,1
e3f0649a-2727-4588-a4d5-34d446678365,"Because we need women in every sector, for example doctors, police and other government departments ",1,1,,,1,,,,,,,,,,,,
e3f131f6-30c0-4746-af74-419cf83a8f84,Islam is a religion that has given women every right and it should be implemented. Human rights and other such things have no special role in the western way and they have no place in this society. The people of Afghanistan are well aware of this. ,,,,,,,,,,,,,,,,1,
e41e71e9-ba82-460d-944b-a173f5913cae,I want a foreigner to recognize the Taliban until the end of the war. We are tired of the war. ,,,,,,,,,,,,,,,1,,1
e4490a77-513b-4a31-8c28-e23e9e6ba0ae,Not impossibly ,,,,,,,,,,,,,,,,,1
e456edc1-ce57-4846-998b-0385adc5239a,The forces are safe to intervene and the government should be included in all ,,,,,,,,,,,,,,,,,1
e458ca3b-911c-4aa3-a1cd-f279299cd7b3,"Freedom of expression, right to work, right to freedom of education, etc ..... ",1,1,1,,,,,,,,1,,,,,,
e4743ec7-f25f-4f28-922d-03849c330de2,Gender must be taken into account in all matters of statehood ,,,,,,,,,,,,,,,,,1
e4be8dfb-d834-499e-ab68-16a55fb2d650,Al-Ataed ,,,,,,,,,,,,,,,,,
e4e0a7ad-3e87-4064-a110-4c5ce920878b,The completed community will be revived. ,,,,,,,,,,,,1,,,,,1
e4f3df84-450b-41fc-ae42-1acf03fbd9dd,Human rights have not been seen at all since the Taliban came to power. Ethnic religious minorities and women have had their rights violated and a one-ethnic government and illiterate rulers have ruled. ,,,,,,,,,,,,,,1,,,1
e4f57ef4-48b6-41a4-981b-0535d48cf229,Every citizen of Afghanistan must receive humanitarian aid because every Afghan has done enough ,1,,,,,,,,,,1,,,,1,,1
e539a956-cfbb-48f5-9f32-448f867a334c,Human rights for women should be considered and women should be allowed to receive better education ,1,,1,,,,,,,,,,,,,,
e55b372c-e8d4-405f-bc18-01186c5678f2,Individual and social freedom that women are not the right but you can shape your future and study and choose and be elected and in all matters there is no gender difference between men and women ,1,,1,,1,,1,,,,1,,,,,,
e56e544f-1164-4c03-844d-b97916d9793b,"Leaving their jobs, opening schools for women ",1,1,1,,,,,,,,,,,,,,
e5b0a261-a1d0-4fe4-9b0f-c19b0a894351,"Mental and physical immunity, education, freedom and the right to work with dignity, presence and the right to decide in social, economic and political issues. ",1,1,1,,1,,,,,1,1,,,,,,
e5f482c7-ad3d-4ae6-ac23-63c90dc88d17,No good ,,,,,,,,,,,,,,,,,1
e5ff6226-afff-4413-a56c-cc0373a42007,Excessive patriarchy among the people of the society should be reduced and the rights of men and women should be equal in all matters ,1,,,,,,1,,,,,,,,,,1
e6492dbb-cbf5-4c72-a0d5-8ab941b1500a,"In my opinion, in Islam, most of the rights are reserved for our women or mothers or sisters. The solution is that women in Afghanistan definitely want the same rights that Islam has for them ",,,,,,,,,,,,,,,,1,
e6658a33-d923-40f2-91e2-0c2b18b2eb32,Women going to school and traveling without a mahram and so on ,1,1,,,,,,1,,,,,,,,,
e6659890-4a26-4d0b-8917-96265aa07f38,"From Islam, women's rights are wrong ",,,,,,,,,,,,,,,,1,
e67a8b23-859a-4c85-a953-3f7b92a7ccff,Education. Education. Schools ,1,,1,,,,,,,,,,,,,,
e68f6780-6984-41fd-b269-83ff1922d700,Afghanistan will progress ,,,,,,,,,,,,1,1,,,,
e6d9b50a-0a3b-4ba7-b1a1-5746abbba776,It is important for the progress of the homeland ,,,,,,,,,,,,1,1,,,,
e6fe10c1-f2de-4dbf-a12b-3cfa2388442a,"Not very good, the Taliban do not allow it ",,,,,,,,,,,,,,1,,,1
e708f8f7-f5ba-4234-b128-78ae81f41b26,Education should not be excluded ,1,,1,,,,,,,,,,,,,,
e716d448-fbcd-4d19-9900-f52d0532f6ce,"When it comes to human rights, the country is made of everything ",,,,,,,,,,,,,,,,,1
e74fbf88-221b-4d41-9324-fdc2d8ee2d8e,"think that if the Taliban disappears altogether, then it will be easier for women to achieve it: if the country is to be ruled by the international community or any country that does not think only of its own interests and values humanity a little, it must help the nation and help. A permanent government until a new government in which the takfiri-extremist Taliban group has no rights or role. ",,,,,,,,,,,,,,1,1,,1
e75ca1d5-c6dd-4d8a-9d30-cf289d16ca62,"Humanely, it is within the framework of the religion of Islam ",,,,,,,,,,,,,,,,1,
e75dae5b-427a-4bc9-a869-1e3d605a10a2,I do not know that the decision is in the hands of the government ,,,,,,,,,,,,,,,,,1
e76c6ab7-e21c-415d-aac1-5b103ac158a9,Progress and a bright future free of discrimination and violence ,,,,,,,,,,,,1,1,,,,
e773c6b2-ec87-4987-a419-78a2530ee4d6,Inshallah women have been given their rights mostly within the framework of Islam but not allowing education. This is in conflict with the religion of Islam. ,1,,1,,,,,,,,,,,,,1,
e79d8c90-2daf-4c95-bd9b-a23c87d086be,"In my opinion, women are also human beings and have their own rights in society, and women should be partners in the progress and development of their society. ",1,,,,,,,,,,1,1,1,,,,1
e8120329-cc1c-4f14-af2f-1f9ba39d60f5,that's very good for woman ,,,,,,,,,,,,,,,,,1
e86bc754-0e84-4982-8dba-bd2607ef646f,Women's Liberation Women's Lessons Duty Women's Sports Ladies ,1,,1,,,,,,,,1,,,,,,
e89a928b-f861-479f-9b90-a1b50f3fbac7,Schools should be opened so that they do not miss classes and education ,1,,1,,,,,,,,,,,,,,
e8aa57f2-68d0-466f-9470-20ec9e828f59,Do not hinder education ,1,,1,,,,,,,,,,,,,,
e8abfc8b-6ffb-4247-b364-c889edf396eb,It is useless ,,,,,,,,,,,,,,,,,1
e8b6d106-7e12-447e-82ba-9ce9184a289b,"In my opinion, achieving women's rights is very good because almost 50 percent of the population of a country is made up of women, and since men can not always do everything, women should play a role, because whether we like it or not. We need women to run a government",1,1,,,1,,1,,,,,1,1,,,,
e8ddb409-8bdf-45d2-8204-84329c0899e3,Their rights must be defended in every way possible ,,,,,,,,,,,,,,,,,1
e8dfcd1e-fd56-43c6-9ec1-392bf4c1d854,Respect for individual freedom. ,1,,,,,,,,,,1,,,,,,1
e91f42af-5f05-4509-80d4-b29b999ff5e0,No schools are currently closed ,,,,,,,,,,,,,,,,,1
e9203860-e425-481f-92a3-f18ee5cd29a4,"Women have the right to education and work, and we do not want the Talabani hijab ",1,1,1,1,,,,,,,,,,,,,
e9303567-bb9d-4716-aa68-d13eac0f1273,All women in Afghanistan are Muslims and do not need the support of infidels. We have our own Qur'an. He has shown us the way ,,,,,,,,,,,,,,,,1,
e937eb11-61a3-4324-a5a9-8b7905e4d2ad,I do not know that the opinion of right between man and woman is in two halves from the point of view of humanity and my line of thought ,,,,,,,,,,,,,,,,,1
e9388ddc-450b-44df-851d-c71abaacfe51,"Access to all matters of life, including studying business politics and working in government departments, etc. ",1,1,1,,1,,,,,,1,,,,,,
e938b24c-8994-4991-960e-c06e631bd96f,"In our society, we need the female class in all areas, such as the doctor, the crew teacher, and so on ",1,1,1,,,,,,,,1,,,,,,
e93b36ce-3b35-487f-b6c1-a97524fc4e3c,You do not have an Afghan ,,,,,,,,,,,,,,,,,
e9afebb1-a3a0-4aaf-9274-8002af873b0e,hijab ,,,,,,,,,,,,,,,,,1
e9c5f307-4976-4899-9b46-9fe981b5442b,"Women should remain in the inheritance of life like men, and schooling should be open to them ",1,,1,,,,1,,,,1,,,,,,
e9f875a5-ebef-4e63-8ae5-0f57a3adb87d,"Achieving human rights for women can grow the society and the society that grows, the terrorist thoughts and ideas will disappear from the society. Etc..‌‌‌‌ ..... ",,,,,,,,,,,,1,,,,,
ea0e7805-96cb-47cc-8861-04080744791a,"By maintaining the Islamic hijab in moderation, they should be able to participate in all social, cultural, economic, political, etc. issues related to the country and society as active and equal citizens. ",1,1,1,,1,,1,,,1,1,,,,,1,
ea30d13c-1e5b-4278-aaf3-2b9b288a18a2,very hard ,,,,,,,,,,,,,,,,,1
ea3fb646-555d-40e5-aab1-36424e575a41,Bad ,,,,,,,,,,,,,,,,,1
