UUID,context,answer_order,Eldest_Counterbalance,Q-Order_NatPrior_vs._WhichWomRights,W3_Reserve_Treat,weight,age,age_group,gender,q00a_select_language,q01_eldest_child,q02_your_situation,q03_food_security,q04_afghan_reserves,q05_unfreeze_reserves,q05V2_frozen_reserves,q06_support_gov,q07b_taliban_gov_view,q07c_closer_view,q08_safety,q09_human_rights_women,q11_top_three_rights_right_to_education,q11_top_three_rights_right_to_choose_husband,q11_top_three_rights_right_to_divorce_or_0t_marry,q11_top_three_rights_free_in_public_0_harassment,q11_top_three_rights_freedom_to_choose_how_to_dress,q11_top_three_rights_right_to_work_and_earn_money,q11_top_three_rights_right_to_travel_without_escort,q11_top_three_rights_right_to_participate_in_gov,q11_top_three_rights_freedom_to_use_the_internet,q11_top_three_rights_access_healthcare_and_services,q11_top_three_rights_right_0t_be_beaten_by_family,q11_top_three_rights_something_else,q11_top_three_rights_0ne_of_these_are_important,q11V2_top_three_rights_right_to_education,q11V2_top_three_rights_right_to_choose_husband,q11V2_top_three_rights_right_to_divorce_or_0t_marry,q11V2_top_three_rights_free_in_public_0_harassment,q11V2_top_three_rights_freedom_to_choose_how_to_dress,q11V2_top_three_rights_right_to_work_and_earn_money,q11V2_top_three_rights_right_to_travel_without_escort,q11V2_top_three_rights_right_to_participate_in_gov,q11V2_top_three_rights_freedom_to_use_the_internet,q11V2_top_three_rights_access_healthcare_and_services,q11V2_top_three_rights_right_0t_be_beaten_by_family,q11V2_top_three_rights_right_to_seek_asylum,q11V2_top_three_rights_something_else,q11V2_top_three_rights_0ne_of_these_are_important_to_me,q11a_which_rights_open_end_translated,q12_14_agree_avoid_armed_conflict,q12_14_agree_human_rights_violation,q12_14_agree_basic_needs,q15_intl_support_gov,q16_intl_support_taliban,q17_your_views_support_a_peace_process,q17_your_views_use_military_force,q17_your_views_provide_military_support,q17_your_views_help_the_taliban_fight_isisk,q17_your_views_un_peacekeepers_maintain_peace,q17_your_views_afghan_need_international_help,q18_live,q19_financial_situation,q20_education,q21_province,q22_religion_importance,q23_marital_status,urban_rural
c94fa7ea-bf2b-4a54-81b4-757933f4ed13,4,2,2,,1,0.740032143,34,25_34,1,2,,3,4,2,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9507529-2032-4524-bd04-017287d92c3f,4,2,1,,1,0.969846153,22,18_24,2,2,3,5,3,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9529f37-26e3-4193-8d73-d63e455e2688,3,1,1,,,1.724398601,54,45_54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c95786e3-7352-4b47-b54a-26693fc7e8d6,3,2,1,1,,0.45752813,18,18_24,1,2,3,3,1,2,3,,1,4,1,1,5,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,0,1,0,0,0,0,,1,5,5,2,2,0,1,0,0,1,1,4,1,1,22,1,1,0
c958ece9-791e-4970-a85a-269a5ed4cd58,3,1,2,,,1.56868459,25,25_34,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c958fa63-a948-4cd2-82cc-5815bbb3d845,4,2,2,,,3.526129243,62,55_64,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c95a98c0-e5d9-496b-8121-8e41f6907606,3,1,2,1,,1.023851028,38,35_44,1,2,,1,1,2,3,,3,4,2,2,5,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
c96194e3-7a87-40bf-afde-3c3df278c164,3,1,1,1,,1.023851028,39,35_44,1,2,2,1,1,2,1,,5,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c962b32e-317b-4cfe-880c-08ad7cc15119,4,2,1,,,1.023851028,40,35_44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c96309e9-ac9a-4c77-b8fe-0eeaacf80bc9,4,1,2,,,0.45752813,22,18_24,1,2,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9649e05-b406-4afd-b349-4398d985c6a2,2,2,2,,,0.969846153,21,18_24,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9734184-e4d8-48f6-bcd4-6b816f2e5cb4,2,1,1,,,1.56868459,32,25_34,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c973ba4a-94c9-437a-8b6d-1e4912e19b98,3,1,2,1,,0.969846153,19,18_24,2,2,,1,1,1,1,,1,2,,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,,,,,,,,,,,,,,
c974163a-1312-431f-affa-1b2e7beb910a,4,1,2,,2,1.56868459,33,25_34,2,1,,1,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c97664f3-a395-45ef-9f93-6252bab80fe1,2,2,1,,,2.170310229,43,35_44,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c97c6501-3acb-4a09-93d5-ccff94043847,4,1,2,,,1.56868459,29,25_34,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c982872f-f781-4b54-8953-6c702fd4d180,3,1,2,2,,0.45752813,19,18_24,1,1,3,2,2,2,2,,1,3,,1,4,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,5,5,3,1,1,0,0,0,0,0,0,2,6,4,22,4,1,1
c9845cf0-d9c9-4a1a-999b-7a9f1a996777,4,1,1,,2,0.969846153,19,18_24,2,1,3,1,1,1,,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9854b79-7559-4e8d-b673-495b66fed1d9,3,2,1,,,0.800819823,98,65_and_over,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c985a530-73f9-44c4-9954-0a9899114610,3,2,2,,,0.969846153,18,18_24,2,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9866c7b-679d-4b24-bc37-8d2065c0af1d,3,1,1,,,0.740032143,30,25_34,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c98b3f96-3125-4747-a7cb-7d1a3cc27df0,3,2,1,,,1.724398601,52,45_54,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c98dc282-115a-4171-bdc8-0315a0bcf6c0,3,2,2,,,0.740032143,29,25_34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c990bedc-c045-4575-9a4c-bcff3bf0b28f,2,1,2,1,,0.969846153,18,18_24,2,1,,5,5,1,1,,5,,,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9913c40-d7b6-4fa1-be3e-edef5967dd6d,3,1,2,2,,0.45752813,23,18_24,1,1,1,3,1,2,2,,3,4,2,3,4,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,,2,2,5,1,2,1,1,0,0,1,0,1,2,4,24,4,2,1
c991f02e-9303-48ca-8fc7-778c1a96aa7b,4,2,1,,,1.56868459,34,25_34,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c994658c-b9ed-4e23-9f7c-e771cbd5f2e7,4,2,2,,,0.45752813,19,18_24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c99ac856-29d9-4d62-b060-c3464d94e9d7,2,2,2,1,,1.023851028,40,35_44,1,2,2,1,1,2,2,,1,5,,4,5,0,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,5,5,5,3,3,0,0,1,0,0,0,1,2,1,33,4,2,1
c99d040f-45ea-4a95-84a6-f92145a0ece1,4,1,1,,,1.023851028,36,35_44,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9a0e401-1368-4643-8a37-5b4eb01ec823,4,1,2,,1,0.45752813,18,18_24,1,2,,4,1,2,3,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9a165c2-c3f2-4f37-861f-72eb80559b1a,2,2,1,,,0.45752813,18,18_24,1,2,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9a4b430-019c-4c09-84df-9a70a8d86f0c,2,1,2,,,1.023851028,38,35_44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9a4ed3d-d3d6-4e77-a01f-dacc91327194,4,2,2,2,1,0.45752813,23,18_24,1,2,,1,1,2,2,,1,3,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
c9a60195-ca80-412c-afc6-9692ae027160,2,2,2,,,0.800819823,98,65_and_over,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9ad29a2-236c-4496-a46c-aca97f3a8f24,4,2,2,,,1.663463131,62,55_64,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9afe80f-ada0-4599-9867-02007bd2c6b1,2,1,1,,,0.45752813,22,18_24,1,2,3,1,1,1,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9b02f50-9ff2-4eda-8f5d-c08f8d9380bc,4,2,1,,,1.697539394,98,65_and_over,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9b03540-9e67-4e04-a366-874c69628767,4,1,2,,,2.170310229,37,35_44,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9b349eb-0ef9-4cf4-9a1e-cc2723b418fe,3,2,1,,,0.45752813,20,18_24,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9b437ff-63b8-4eec-acd8-571f83efc7fc,2,2,2,,,3.655297324,53,45_54,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9b4a389-e9e4-4fec-a92b-611a0c5c32aa,4,1,2,,1,0.45752813,19,18_24,1,1,,1,1,1,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9b6187a-8c42-49a1-807e-cdb76dca944d,3,1,2,2,,0.740032143,25,25_34,1,1,,5,2,1,3,,4,,,4,3,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,,4,4,4,2,1,,,,,,,,,,,,,
c9b79473-bc8d-455c-a3c0-06267a372b98,3,2,1,,,0.45752813,22,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9b80bb0-a36c-4a94-a6b5-ddbb29407366,4,2,1,,,0.45752813,20,18_24,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9ba799e-7856-4b12-a2c7-d471a4551b9a,3,1,2,,,2.170310229,40,35_44,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9c18782-c304-4c56-828b-7c0313c4a3d2,4,2,2,,1,0.45752813,19,18_24,1,1,,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9c19f6e-449c-47f3-a21e-191df7f0fdf3,2,1,1,,,0.45752813,22,18_24,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9c2f757-d43e-40ca-b7cc-7f0e17c1d8c7,3,2,1,,,0.740032143,26,25_34,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9c368f1-56d0-4819-8f90-0a06aa37f66e,4,2,2,,2,3.655297324,53,45_54,2,2,,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9cbfe04-4b7a-4097-86af-7e323e234808,2,2,1,2,,0.45752813,19,18_24,1,2,2,5,2,1,2,,5,,,3,5,1,1,1,0,0,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,2,5,5,2,3,1,0,0,0,0,1,1,3,6,6,2,1,1
c9cd5ac9-b2c2-41d2-9658-da30e7c9cd9c,3,2,1,2,,0.45752813,20,18_24,1,1,1,1,1,2,3,,1,5,,1,4,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,4,,,,,,,,,,,,,,,
c9cfa47b-bd8e-442f-b2eb-baefc0d16f85,2,2,2,1,,1.697539394,98,65_and_over,2,2,,4,5,2,3,,5,,,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9d20749-8621-4c59-8afc-b391d38c31c2,3,2,2,,,0.740032143,30,25_34,1,2,,1,1,2,3,,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9d5136a-1d17-4553-b9b2-d10af897f43d,2,1,2,,,0.45752813,18,18_24,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9d88b5e-67ad-47ab-83c1-046fbb9736cf,2,1,1,1,,0.740032143,30,25_34,1,1,1,1,1,2,3,,3,3,,4,5,1,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,5,5,5,1,1,0,0,0,0,0,1,1,2,6,29,4,2,1
c9de1f46-3d84-451f-a335-78ff0a1bc564,2,2,2,,,0.969846153,21,18_24,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9de75c0-e5e7-45c9-890d-d7c649dd2ce2,2,2,2,2,,0.45752813,21,18_24,1,2,,1,1,1,3,,1,4,2,1,5,1,0,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,4,5,4,,,,,,,,,,,,,,,
c9e19dde-244e-49b3-bbf9-4fe5855889ca,3,1,1,,,0.740032143,33,25_34,1,1,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9e217b8-b7eb-45e8-8e61-b386d4d4e877,4,2,1,,2,0.45752813,18,18_24,1,2,3,5,3,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9e42e22-afa5-4d5a-bbd6-6b430382a59e,4,2,1,,,1.697539394,98,65_and_over,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9e7a30e-a6d7-48c3-8fb1-b6e6f7440992,4,1,1,,2,0.740032143,29,25_34,1,2,3,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9e8d9b2-9c3e-4c49-85e5-c5e0fbe1342c,4,1,2,2,1,1.023851028,36,35_44,1,2,2,5,1,2,3,,3,3,,4,3,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2,2,2,2,2,0,0,0,0,0,0,4,,,,,,0
c9ee6f99-bd19-4a23-9062-0871fa3fbf9c,2,1,1,,,1.724398601,53,45_54,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9f38f09-267d-4bab-b6c8-856a8e4164f9,4,2,2,,1,0.45752813,23,18_24,1,2,,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9f67790-9099-44da-b2a9-b56d04c73fbf,3,2,2,2,,0.45752813,19,18_24,1,2,3,4,1,2,2,,1,3,,1,5,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,5,5,5,1,2,0,0,0,0,0,0,1,10,4,22,4,1,1
c9f6e135-2987-4a57-82da-3599280f20ea,4,1,1,,2,0.740032143,25,25_34,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9f72d1a-109b-4800-92fe-ad5aa05747ba,2,1,1,,,3.526129243,60,55_64,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9f82a15-5300-469a-8899-335cdd58b961,2,2,1,,,0.45752813,24,18_24,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9f88903-728b-48d7-a2ef-50cf336d8ff6,2,2,1,2,,1.56868459,26,25_34,2,2,3,3,3,2,1,,3,2,,4,5,1,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,3,5,2,2,0,0,0,0,0,0,1,5,5,33,4,1,1
c9f99943-3b32-4997-81e9-7814e2a03234,3,2,2,2,,0.740032143,27,25_34,1,2,3,1,1,2,2,,1,3,,1,5,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,5,5,5,1,1,0,0,0,0,0,1,1,5,6,22,3,1,1
c9fd9170-fb29-4053-a633-c0f76492f918,4,2,1,,1,0.969846153,20,18_24,2,2,2,5,5,1,1,,5,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9ff91ff-7f85-4dfb-9a12-61f26641d501,3,1,2,,,0.45752813,23,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca029697-f1ac-4cad-bb7b-f27d827fc7ab,4,1,1,1,2,0.740032143,32,25_34,1,2,2,1,1,2,,1,1,2,,4,4,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
ca040e59-b58b-4ac7-a14a-e1980c12aadf,4,2,1,,,0.45752813,19,18_24,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca049c5c-ac68-48ef-8d9c-88eb215621ef,3,1,1,1,,1.023851028,35,35_44,1,1,2,1,1,1,1,,3,3,,4,5,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,,1,5,4,2,2,0,0,0,0,1,0,1,3,6,22,4,2,1
ca0febe3-4c22-4ebb-a455-825e10d2bb82,3,1,1,2,,1.56868459,25,25_34,2,2,3,1,1,2,3,,1,3,,3,4,,,,,,,,,,,,,,1,0,1,0,0,1,0,1,0,1,0,0,0,0,,4,5,4,1,1,1,0,0,0,0,0,3,2,3,18,4,2,1
ca1167e3-5ca5-4a45-a644-6dcfb62759ed,2,2,1,2,,2.170310229,37,35_44,2,2,1,1,1,2,2,,1,3,,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,3,4,3,1,1,1,0,0,1,0,1,,,,,,,
ca138ae0-00d3-4103-b25a-7981a65f5e4f,4,1,2,,1,0.969846153,21,18_24,2,2,,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca196192-bc7e-4f76-a531-4187f2f88330,4,1,2,,1,3.526129243,60,55_64,2,1,,1,1,2,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca19fc2b-2956-4258-9489-243fc3fb1a5d,4,2,2,2,1,0.45752813,18,18_24,1,2,,1,5,1,2,,5,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,
ca1f1ae0-d3f5-464a-b2a6-f8929674de3b,2,2,1,,,0.740032143,26,25_34,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca232fe4-35d5-424c-8748-47303c3bbbfc,2,1,1,2,,0.969846153,23,18_24,2,2,2,5,1,1,3,,3,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
ca24180a-5a5a-47b9-b392-0ce835303874,2,1,1,2,,1.56868459,26,25_34,2,2,2,5,1,2,3,,1,3,,1,4,1,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,1,4,5,2,1,1,1,1,1,1,1,4,5,6,18,4,2,0
ca253bdd-8eeb-45be-b8c6-f66b5ebcacb2,2,2,1,,,0.45752813,19,18_24,1,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca26fb6e-1c3b-4d1b-b972-52fcbd5c9b62,3,2,2,,,0.45752813,19,18_24,1,2,,5,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca2720c5-ddc0-446f-b4b7-0b9ccceb2277,2,2,2,1,,0.740032143,25,25_34,1,2,,5,1,2,2,,1,2,,1,5,0,0,0,1,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca296269-9c28-459a-9ff3-5bec5f3c795c,2,2,2,1,,1.56868459,27,25_34,2,2,,5,4,2,1,,4,,,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca304a58-c800-4e34-b33e-c32d7e03a8fb,4,2,2,,,0.969846153,24,18_24,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca3276ab-1361-4cf6-afd3-d5cd296f1509,2,1,2,1,,0.740032143,25,25_34,1,2,,1,1,1,2,,1,3,,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca334af7-7357-403c-a090-2be229edb88f,4,2,2,,,1.56868459,34,25_34,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca34e2ec-3b49-4e2c-a90c-294ab581c8f3,4,1,2,,,0.45752813,19,18_24,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca35b155-ca6f-4486-8497-552280b8b074,3,2,1,,,0.969846153,23,18_24,2,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca383185-cbbe-4a00-831c-9709c229f6eb,3,1,1,2,,0.740032143,32,25_34,1,1,2,2,1,1,2,,3,3,,2,5,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,1,1,0,0,0,,4,4,5,2,1,1,0,0,0,1,0,1,2,6,1,4,2,1
ca38fd7e-7091-4c99-8375-b2ba77bb47c4,2,2,1,,,0.740032143,34,25_34,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca396909-fe01-4471-812a-b67290701e3c,2,2,1,,,1.023851028,35,35_44,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca396cae-6a09-4171-8f60-01b35eca9948,4,2,1,,,0.45752813,18,18_24,1,2,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca3e0413-72f5-45b8-b754-8f37872608ab,4,1,2,2,1,0.740032143,33,25_34,1,2,,3,3,1,3,,3,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
ca3f5d79-e8b3-4cda-8e90-7de7f90dd7e7,3,1,2,,,0.45752813,19,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca3f5e97-79cf-4eb0-86b6-5de3a4aa1dc1,4,2,1,,,0.45752813,24,18_24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca414215-112d-473d-b139-45820d630cd6,4,1,1,,1,2.170310229,38,35_44,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca43fe07-2a49-4fbb-816c-222d5736d205,2,2,2,1,,1.56868459,27,25_34,2,2,,4,3,1,3,,4,,,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca48bb80-6c90-4e84-bf20-9eff997e0d67,3,1,1,,,0.45752813,19,18_24,1,1,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca4c2e36-1f34-4731-acc9-d459be08430b,2,2,1,2,,0.740032143,25,25_34,1,1,1,1,2,2,2,,3,5,,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,3,3,3,3,3,0,0,0,0,0,0,3,10,1,29,4,2,1
ca52a7aa-00b7-41e8-8e81-cf49bc49bad6,3,1,2,1,,0.45752813,23,18_24,1,1,3,1,2,2,2,,2,3,,2,4,,,,,,,,,,,,,,1,1,1,1,0,1,0,1,0,1,1,0,0,0,,4,5,5,1,1,0,0,0,0,1,0,2,3,6,8,3,1,1
ca5a2d7c-bbca-42d3-9a16-5b1d394d998e,2,2,2,2,,0.45752813,22,18_24,1,1,,5,5,1,1,,5,,,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,5,4,4,,,,,,,,,,,,,,,
ca5fd64f-681a-49dd-9295-dc22c62d8add,3,1,1,,,0.45752813,19,18_24,1,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca64c8c2-929e-4fd4-860c-f573c8f02226,3,1,1,,,1.56868459,26,25_34,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
